h3_05,year,orig_time_granularity_count/orig_time_granularity_avg
852aa89bfffffff,2016,0.01088838014406164498
852aa89bfffffff,2017,0.03167665132543131155
852aa89bfffffff,2018,0.00089952570462846863
852aa897fffffff,2016,0.00935755718507168655
852aa897fffffff,2017,0.03484686609686609687
852aa897fffffff,2018,0.00680527946417378535
852aa893fffffff,2016,0.00314243067012334040
852aa893fffffff,2017,0.00064293176886602909
852aa88bfffffff,2016,0.00971145069451774948
852aa88bfffffff,2017,0.01562691506312048045
852aa88bfffffff,2018,0.00225260495091248570
852aa887fffffff,2016,0.00560757939489453719
852aa887fffffff,2017,0.02418184749314847654
852aa887fffffff,2018,0.01373461294143904407
852aa883fffffff,2016,0.00204496363799031198
852aa883fffffff,2017,0.00530879490355689259
852aa883fffffff,2018,0.00025718510898218993
852aa87bfffffff,2016,0.61395725209323597771
852aa87bfffffff,2017,1.3638730066825891
852aa87bfffffff,2018,0.08081009951674303510
852aa877fffffff,2016,0.00417876427970585841
852aa877fffffff,2017,0.01214832854290851940
852aa877fffffff,2018,0.00279953623844130871
852aa873fffffff,2016,0.13679839621474411209
852aa873fffffff,2017,0.32782063086988494119
852aa873fffffff,2018,0.02038022937581115134
852aa86ffffffff,2017,0.05174495469335764239
852aa86ffffffff,2018,0.00471817287994228622
852aa86bfffffff,2016,0.13828033760446604976
852aa86bfffffff,2017,0.28331592177859032394
852aa86bfffffff,2018,0.01360065658342126861
852aa867fffffff,2017,0.00470954632636396437
852aa867fffffff,2018,0.00177337083472374505
852aa863fffffff,2016,0.06763779717890175572
852aa863fffffff,2017,0.17713080999147906651
852aa863fffffff,2018,0.01159939221359948244
852aa85bfffffff,2016,0.14950239196406090326
852aa85bfffffff,2017,0.28120088069338262064
852aa85bfffffff,2018,0.02029694421352353233
852aa857fffffff,2016,0.30589048427471553509
852aa857fffffff,2017,0.59411518567684534032
852aa857fffffff,2018,0.02566435158873726221
852aa853fffffff,2016,0.04009190842442943665
852aa853fffffff,2017,0.08366140077794849005
852aa853fffffff,2018,0.00649850530138990859
852aa84ffffffff,2016,0.72893990201869814554
852aa84ffffffff,2017,1.4492224052535127
852aa84ffffffff,2018,0.08307760219166056860
852aa84bfffffff,2016,0.02914947404126841331
852aa84bfffffff,2017,0.06768037176542237345
852aa84bfffffff,2018,0.00706299890482521132
852aa847fffffff,2016,0.96347456035889185100
852aa847fffffff,2017,2.0492844568867244
852aa847fffffff,2018,0.09860086892672030766
852aa843fffffff,2016,0.41714684955519712921
852aa843fffffff,2017,0.87928754419649524225
852aa843fffffff,2018,0.05434453745576616813
852aa83bfffffff,2016,0.00067672443888265276
852aa83bfffffff,2017,0.00733076956692741336
852aa83bfffffff,2018,0.00024374435648720065
852aa833fffffff,2016,0.00103519668737060041
852aa82ffffffff,2017,0.00259080518161036322
852aa82ffffffff,2018,0.00325347851077443633
852aa82bfffffff,2017,0.01312662668326355098
852aa82bfffffff,2018,0.00420589550525132643
852aa81bfffffff,2016,0.12246294204150627307
852aa81bfffffff,2017,0.24976015703725663923
852aa81bfffffff,2018,0.01356176663944060361
852aa817fffffff,2016,0.07824296499656829101
852aa817fffffff,2017,0.19385402755914323443
852aa817fffffff,2018,0.00500262414436143959
852aa813fffffff,2016,0.08362729956224925290
852aa813fffffff,2017,0.15870863262374298028
852aa813fffffff,2018,0.00849736474131440250
852aa80ffffffff,2016,0.04126258005489478500
852aa80ffffffff,2017,0.07044115386586053184
852aa80ffffffff,2018,0.00463065049614112459
852aa80bfffffff,2016,0.13969942349029707223
852aa80bfffffff,2017,0.29830637376780647353
852aa80bfffffff,2018,0.00932082066228276569
852aa807fffffff,2016,0.00150667240637107189
852aa807fffffff,2017,0.00075026795284030011
852aa803fffffff,2016,0.06260658010493916446
852aa803fffffff,2017,0.14131556410812911219
852aa803fffffff,2018,0.01015469681665124248
852a85bbfffffff,2016,0.04728245295634731111
852a85bbfffffff,2017,0.07392577352219672391
852a85bbfffffff,2018,0.00674179747973299153
852a85b7fffffff,2016,0.02277297065268960531
852a85b7fffffff,2017,0.04416859122401847575
852a85b7fffffff,2018,0.00157482283243135147
852a85b3fffffff,2016,0.01746512340947416833
852a85b3fffffff,2017,0.03537422163109848256
852a85b3fffffff,2018,0.00109144654564747792
852a85abfffffff,2016,0.00697108291531425199
852a85abfffffff,2017,0.01570301758448512917
852a85abfffffff,2018,0.00362081451084520156
852a85a3fffffff,2016,2.0901639344262295
852a85a3fffffff,2017,2.5263157894736842
852a85a3fffffff,2018,0.09600000000000000004
852a857bfffffff,2016,0.04579549940781681800
852a857bfffffff,2017,0.15225928962927797678
852a857bfffffff,2018,0.00223509933774834437
852a8577fffffff,2016,0.00819207584110464218
852a8577fffffff,2017,0.02505665758447709506
852a8577fffffff,2018,0.00100612056678125262
852a8573fffffff,2016,0.00756143667296786389
852a8573fffffff,2017,0.02207234825260576334
852a8573fffffff,2018,0.00244648318042813456
852a856bfffffff,2016,0.02001441651457755011
852a856bfffffff,2017,0.06156167483968313844
852a856bfffffff,2018,0.00113774271844660194
852a8563fffffff,2016,0.00744416873449131514
852a8563fffffff,2017,0.09723953695458593055
852a8563fffffff,2018,0.01071237279057311194
852a854ffffffff,2016,0.13069377352339744540
852a854ffffffff,2017,0.43367821436875145314
852a854ffffffff,2018,0.12764537389805055758
852a8547fffffff,2016,0.15375545771080120116
852a8547fffffff,2017,0.36525188848432150426
852a8547fffffff,2018,0.04977664326738991704
852a8517fffffff,2016,0.03273603924941139981
852a8517fffffff,2017,0.04637825707517765865
852a8517fffffff,2018,0.01060594932060227690
852a850ffffffff,2016,0.03529530253915794107
852a850ffffffff,2017,0.09265107670613120244
852a850ffffffff,2018,0.01389824394804353507
852a850bfffffff,2016,0.06636380261220246975
852a850bfffffff,2017,0.20299165515544874827
852a850bfffffff,2018,0.03754815428877944117
852a8507fffffff,2016,0.00570297029702970297
852a8507fffffff,2017,0.01079629733941681218
852a8507fffffff,2018,0.00094430489716519670
852a8503fffffff,2016,0.01860763117357580054
852a8503fffffff,2017,0.04558014828595660857
852a8503fffffff,2018,0.00317929461463428944
852a81d3fffffff,2016,0.07090719499478623566
852a81d3fffffff,2017,0.24933991504993686145
852a81d3fffffff,2018,0.00276274893519051456
852a80a7fffffff,2016,0.00028636884306987400
852a80a7fffffff,2017,0.00755667506297229219
852a80a7fffffff,2018,0.00028137310073157006
852a1a5bfffffff,2017,0.00924246629275124728
852a1a5bfffffff,2018,0.00072715468268138289
852a1a4bfffffff,2017,0.00473840602780430861
852a1a4bfffffff,2018,0.00060899713130298676
