h3_d,pop_dens,geometry
892a1031483ffff,122.0,"POLYGON ((-73.61661411777341 40.64749464353644, -73.61871964776806 40.64656444596689, -73.61866454707126 40.644806127554716, -73.61650407607964 40.64397800568849, -73.61439862217563 40.64490813419955, -73.61445356317229 40.646666453632534, -73.61661411777341 40.64749464353644))"
892a1005d77ffff,567.0,"POLYGON ((-73.70555790047551 40.69022062665946, -73.7076637432281 40.68928831607274, -73.70760525725018 40.68752902804204, -73.70544108850677 40.68670204930056, -73.70333532154712 40.68763429065063, -73.7033936475376 40.68939357997603, -73.70555790047551 40.69022062665946))"
892a107548fffff,342.0,"POLYGON ((-74.03670466597298 40.634046889324296, -74.03880196976174 40.633109062944506, -74.03873115138529 40.631350968406544, -74.03656318879625 40.63053069792137, -74.03446595899119 40.63146845462354, -74.03453661779098 40.633226551485706, -74.03670466597298 40.634046889324296))"
892a100f163ffff,1295.0,"POLYGON ((-73.89191790954125 40.75947180136991, -73.89402347293363 40.758535281629875, -73.89395790222761 40.756774428628816, -73.89178692857558 40.755950093494036, -73.88968144028028 40.756886543646544, -73.88974685053951 40.758647398518534, -73.89191790954125 40.75947180136991))"
892a10044b7ffff,1917.0,"POLYGON ((-73.64335550629559 40.74986145760005, -73.64546514800703 40.74892965980217, -73.64540892295756 40.747169070000865, -73.64324321659316 40.74634027689599, -73.64113365117333 40.74727200549272, -73.64118971582594 40.74903259639265, -73.64335550629559 40.74986145760005))"
892a10056cfffff,43.0,"POLYGON ((-73.76825643704497 40.77322308409877, -73.77036486880094 40.77228871148355, -73.77030392405774 40.77052757658464, -73.76813470810865 40.769700812812275, -73.76602635210486 40.77063511601289, -73.76608713629761 40.772396252397655, -73.76825643704497 40.77322308409877))"
892a1008d27ffff,2615.0,"POLYGON ((-73.94017278447343 40.789930915825195, -73.94227883166089 40.78899316974154, -73.94221140505796 40.78723163939486, -73.9400380919175 40.78640785310902, -73.9379321196855 40.787345529502204, -73.93799938563807 40.789107061868904, -73.94017278447343 40.789930915825195))"
892a1074697ffff,1977.0,"POLYGON ((-73.98489972037257 40.619623575425, -73.98699732932062 40.61868686362946, -73.98692847234841 40.61692909297081, -73.9847621659126 40.616108031940904, -73.98266463115824 40.61704467415032, -73.98273332864552 40.618802446972936, -73.98489972037257 40.619623575425))"
892a10c4bc7ffff,40.0,"POLYGON ((-73.78865844684981 41.05081841422254, -73.79077902556496 41.04988067990274, -73.79071694755561 41.04811345813532, -73.78853445329209 41.04728396914675, -73.7864139511295 41.04822163374511, -73.78647586667748 41.049988857050636, -73.78865844684981 41.05081841422254))"
892a101ae97ffff,345.0,"POLYGON ((-73.81894354970899 40.994353337168725, -73.82106102031965 40.99341564049529, -73.82099787419708 40.99164964465183, -73.81881741953144 40.99082134384398, -73.81670002513803 40.99175897080595, -73.81676300919261 40.99352496828438, -73.81894354970899 40.994353337168725))"
892a1031447ffff,326.0,"POLYGON ((-73.63351178097578 40.64181046715888, -73.63561675270981 40.640880017308355, -73.63556102573963 40.63912182008072, -73.63340048669613 40.63829407162727, -73.6312955909517 40.63922445239916, -73.63135115826086 40.6409826507003, -73.63351178097578 40.64181046715888))"
892a1074653ffff,911.0,"POLYGON ((-74.00622003705776 40.6190436903586, -74.00831723006586 40.61810659148753, -74.0082475756881 40.616348831846935, -74.00608088778031 40.61552816884455, -74.003983768859 40.61646519809838, -74.00405326375822 40.61822295996903, -74.00622003705776 40.6190436903586))"
892a100e8a7ffff,4294.0,"POLYGON ((-73.79374366397708 40.70650437252706, -73.79584864003205 40.70557024908695, -73.7957868258913 40.703810581855, -73.79362019578844 40.702985036492514, -73.79151529514527 40.70391909054601, -73.79157694919279 40.705678759345794, -73.79374366397708 40.70650437252706))"
892a100153bffff,2270.0,"POLYGON ((-73.82746381735949 40.87226047167369, -73.82957562506105 40.87132392858053, -73.82951232265182 40.8695606041025, -73.82733737376596 40.86873382104855, -73.82522564184337 40.8696702945387, -73.82528878302726 40.871433620682986, -73.82746381735949 40.87226047167369))"
892a10622c3ffff,710.0,"POLYGON ((-74.1648907238762 40.635725841371034, -74.16698574422905 40.63478563351508, -74.1669101222189 40.63302749794869, -74.1647396394254 40.63220956751383, -74.16264469242772 40.6331497055013, -74.16272015486781 40.634907843789335, -74.1648907238762 40.635725841371034))"
892a10119c3ffff,30.0,"POLYGON ((-73.72689463248471 40.94364935286655, -73.72901149098792 40.94271391858185, -73.72895188348927 40.940949049386475, -73.72677557921078 40.94011961312332, -73.72465879721767 40.94105497788694, -73.72471824299261 40.94281984843197, -73.72689463248471 40.94364935286655))"
892a100550fffff,298.0,"POLYGON ((-73.72031419884193 40.747982990831126, -73.72242236611658 40.74704978195167, -73.72236325407462 40.745289214198856, -73.72019613513835 40.744461853984795, -73.71808804377065 40.7453949935476, -73.71814699543191 40.74715556263834, -73.72031419884193 40.747982990831126))"
892a101a42bffff,116.0,"POLYGON ((-73.82045859749884 41.03674928592987, -73.82257795758602 41.035811107039514, -73.8225146969878 41.034044186085424, -73.82033223866345 41.033215442380715, -73.81821295492402 41.03415355151521, -73.8182760531608 41.03592047410742, -73.82045859749884 41.03674928592987))"
892a100c38bffff,2953.0,"POLYGON ((-73.8923856803753 40.71452561437525, -73.89448922106392 40.71358957509639, -73.89442369560629 40.71182971418335, -73.89225478959953 40.711005890672425, -73.89015132386206 40.71194186040804, -73.89021668917978 40.713701723195, -73.8923856803753 40.71452561437525))"
892a100a8b3ffff,4173.0,"POLYGON ((-73.90343804762558 40.83852654963127, -73.9055469495417 40.837588957966524, -73.90548083483117 40.835826362925715, -73.9033059791911 40.835001357642675, -73.90119715256827 40.835938879623455, -73.90126310629176 40.837701476568405, -73.90343804762558 40.83852654963127))"
892a100a92bffff,1416.0,"POLYGON ((-73.90244801816445 40.812091388758304, -73.9045557505206 40.81115410211962, -73.90448971030726 40.80939208855634, -73.90231609854321 40.80856735972703, -73.90020844140047 40.80950457670971, -73.90027432080794 40.811266592174896, -73.90244801816445 40.812091388758304))"
892a101a5b3ffff,651.0,"POLYGON ((-73.78997237696888 41.026909801092046, -73.79209184942718 41.02597229753046, -73.79202975351573 41.02420559656158, -73.7898483474411 41.02337639760829, -73.78772895145069 41.02431383147013, -73.78779088506661 41.02608053398218, -73.78997237696888 41.026909801092046))"
892a10046afffff,295.0,"POLYGON ((-73.67961098483866 40.74633989821256, -73.68171981417821 40.74540746385075, -73.68166223227209 40.74364694222708, -73.67949598139748 40.74281885375093, -73.67738722815987 40.74375121885973, -73.67744464969458 40.745511741694884, -73.67961098483866 40.74633989821256))"
892a101889bffff,59.0,"POLYGON ((-73.86857204465252 40.940066808771675, -73.87068615632916 40.93912876917499, -73.8706212125243 40.937363952037856, -73.86844231873124 40.936537172702614, -73.86632828284837 40.937475142566605, -73.86639306496437 40.93923996149573, -73.86857204465252 40.940066808771675))"
892a101580fffff,18.0,"POLYGON ((-73.6328706954296 40.824150375513916, -73.63498386803037 40.823217975482734, -73.63492794806434 40.82145575177971, -73.63275901640293 40.8206259270428, -73.63064592038731 40.82155825781516, -73.63070167944763 40.823320482580456, -73.6328706954296 40.824150375513916))"
892a100f35bffff,2853.0,"POLYGON ((-73.92653210657811 40.769135763202414, -73.92863747071466 40.768198496381856, -73.92857058636038 40.76643742581592, -73.9263984983786 40.76561362008947, -73.92429320919871 40.76655081726086, -73.92435993304349 40.76831188980505, -73.92653210657811 40.769135763202414))"
892a1062b87ffff,168.0,"POLYGON ((-74.11891135884731 40.55786047325725, -74.12100375928028 40.5569219738528, -74.12092998177302 40.555165567248565, -74.1187639628816 40.554347657465364, -74.1166716357881 40.55528608714781, -74.11674525424601 40.55704249633264, -74.11891135884731 40.55786047325725))"
892a1004d57ffff,120.0,"POLYGON ((-73.63263035563443 40.68143196925926, -73.63473711890427 40.68050110799389, -73.63468137790409 40.67874203340341, -73.63251903356425 40.67791381900674, -73.63041234641658 40.678844611155384, -73.63046792748625 40.68060368681463, -73.63263035563443 40.68143196925926))"
892a103b213ffff,1919.0,"POLYGON ((-73.81768303349838 40.65835282955647, -73.81978541912498 40.65741878577072, -73.8197227713244 40.65566017951039, -73.81755789766049 40.654835615388905, -73.81545558717364 40.65576958980006, -73.81551807521055 40.65752819770446, -73.81768303349838 40.65835282955647))"
892a100cccfffff,901.0,"POLYGON ((-73.85539560642046 40.69699620656886, -73.85749903613868 40.69606104351953, -73.85743492239718 40.69430157561897, -73.85526753896077 40.69347726900528, -73.85316418432019 40.694412362584536, -73.85322813803798 40.696171832244765, -73.85539560642046 40.69699620656886))"
892a1000d63ffff,95.0,"POLYGON ((-73.7434885741133 40.80028760127634, -73.74559867144653 40.799353397191894, -73.74553862241245 40.79759167128764, -73.74336863678195 40.79676414805735, -73.74125861541063 40.797698282737834, -73.74131850370752 40.799460010049756, -73.7434885741133 40.80028760127634))"
892a101183bffff,246.0,"POLYGON ((-73.73995467040852 40.94862573063843, -73.7420715160941 40.94768999915062, -73.74201140984356 40.94592501818478, -73.73983461966436 40.94509576731373, -73.73771785044022 40.94603142925562, -73.73777779493345 40.947796411611655, -73.73995467040852 40.94862573063843))"
892a10014c3ffff,788.0,"POLYGON ((-73.84576193288216 40.90356712833661, -73.8478748165018 40.902629906983876, -73.84781078251295 40.90086589278065, -73.84563402634329 40.900039098205205, -73.8435212185129 40.900976249896104, -73.84358509106252 40.90274026582146, -73.84576193288216 40.90356712833661))"
892a106233bffff,2290.0,"POLYGON ((-74.14648051381364 40.604572384772794, -74.14857448582475 40.60363286069255, -74.14849960303546 40.60187541604085, -74.14633090759605 40.601057492801445, -74.14423700893398 40.6019969470718, -74.14431173236174 40.60375439438863, -74.14648051381364 40.604572384772794))"
892a100c177ffff,425.0,"POLYGON ((-73.8706347397502 40.704525628058505, -73.87273822912742 40.703590100683485, -73.87267353349164 40.701830463941874, -73.87050550855189 40.70100635276577, -73.86840209420123 40.701941810640264, -73.86846662976332 40.70370144918858, -73.8706347397502 40.704525628058505))"
892a10755d3ffff,4522.0,"POLYGON ((-74.0277513344843 40.62373342027711, -74.02984834232079 40.62279587257226, -74.0297778747516 40.62103800730172, -74.02761055885315 40.62021768743653, -74.02551362501202 40.62115516548746, -74.02558393307348 40.62291303305467, -74.0277513344843 40.62373342027711))"
892a103b393ffff,617.0,"POLYGON ((-73.79374955586268 40.64576340434432, -73.7958518123828 40.64482994082963, -73.79579007797811 40.643071617982166, -73.79362624673277 40.642246757076265, -73.79152406542973 40.6431801512651, -73.79158564015457 40.64493847568288, -73.79374955586268 40.64576340434432))"
892a101aeafffff,765.0,"POLYGON ((-73.82286233365582 40.983648421400005, -73.82497924890862 40.98271076629661, -73.8249159693628 40.98094500356752, -73.82273593655742 40.980116894291356, -73.8206190974675 40.98105447968795, -73.82068221501967 40.98282024406469, -73.82286233365582 40.983648421400005))"
892a100446bffff,398.0,"POLYGON ((-73.67106048876695 40.74654813912672, -73.67316948184343 40.74561586155291, -73.67311222068102 40.743855337519584, -73.67094612681495 40.74302708987234, -73.66883720988312 40.743959298205965, -73.66889431067236 40.74571982342419, -73.67106048876695 40.74654813912672))"
892a1005673ffff,1959.0,"POLYGON ((-73.77012111727863 40.765244404906404, -73.77222915689707 40.764310083864515, -73.77216815249147 40.76254912448711, -73.76999926896283 40.761722484656765, -73.76789130506164 40.76265673628917, -73.76795214897146 40.76441769715859, -73.77012111727863 40.765244404906404))"
892a101598fffff,194.0,"POLYGON ((-73.6089060997295 40.81149584486025, -73.61101913466288 40.810564027261755, -73.61096413069961 40.80880208880591, -73.60879625262233 40.80797196695741, -73.60668329435083 40.8089037153464, -73.60673813749443 40.81066565479056, -73.6089060997295 40.81149584486025))"
892a107452fffff,3074.0,"POLYGON ((-73.95160196218875 40.58621583999067, -73.95369868923714 40.5852801097081, -73.95363112705942 40.58352308400169, -73.95146699709495 40.58270178651332, -73.94937034429869 40.58363744729301, -73.9494377472143 40.58539447506114, -73.95160196218875 40.58621583999067))"
892a101891bffff,371.0,"POLYGON ((-73.86126028214086 40.91641133920736, -73.8633734611764 40.91547369069953, -73.8633088256676 40.9137093926131, -73.8611311726493 40.91288274126166, -73.85901806936748 40.9138203200714, -73.85908254334986 40.91558461992784, -73.86126028214086 40.91641133920736))"
892a1001647ffff,28.0,"POLYGON ((-73.88193115278682 40.89468553824125, -73.88404297481918 40.89374773912369, -73.88397759079524 40.89198391416135, -73.88180054611352 40.89115788647855, -73.87968879966195 40.892095615888515, -73.87975402231089 40.89385944268606, -73.88193115278682 40.89468553824125))"
892a10c4adbffff,99.0,"POLYGON ((-73.80887030125147 41.074191427094384, -73.81099156881666 41.07325306501205, -73.81092869565677 41.07148533069963, -73.80874471755347 41.070655956866304, -73.8066235265162 41.07159424917326, -73.80668623705391 41.073361985086095, -73.80887030125147 41.074191427094384))"
892a100ca4bffff,1431.0,"POLYGON ((-73.91012478338016 40.67443162085528, -73.91222620621407 40.67349569050359, -73.9121600717656 40.67173671381544, -73.90999267434796 40.67091366554586, -73.90789132624997 40.67184952636794, -73.90795730083326 40.673608504986426, -73.91012478338016 40.67443162085528))"
892a1062c07ffff,594.0,"POLYGON ((-74.09893156457022 40.590083734819245, -74.1010257663724 40.58914524641295, -74.1009526858514 40.58738812429728, -74.09878556279799 40.586569488067006, -74.09669143453445 40.58750790674809, -74.09676435578518 40.589265031381835, -74.09893156457022 40.590083734819245))"
892a1062047ffff,722.0,"POLYGON ((-74.14109345328133 40.62848416504344, -74.143188589812 40.62754447559591, -74.143113870627 40.62578650059453, -74.14094417443536 40.62496821238988, -74.13884911135504 40.62590783201122, -74.1389236710155 40.62766580966059, -74.14109345328133 40.62848416504344))"
892a100c20bffff,650.0,"POLYGON ((-73.91638258109055 40.72710667913601, -73.91848624719535 40.72617005817905, -73.91841980362815 40.72440991616407, -73.91624985417916 40.72358639315517, -73.91414626294714 40.72452294452032, -73.91421254629088 40.726283088483356, -73.91638258109055 40.72710667913601))"
892a100548fffff,145.0,"POLYGON ((-73.72752801410321 40.771595852761706, -73.7296371112663 40.77066225496018, -73.72957769848374 40.768901164737684, -73.72740934907944 40.76807367095457, -73.72530032786413 40.769007199404946, -73.72535958010498 40.770768290986766, -73.72752801410321 40.771595852761706))"
892a100d87bffff,1617.0,"POLYGON ((-73.95118684831101 40.68654634658257, -73.953288063073 40.68560952414756, -73.95322037193583 40.68385027447908, -73.95105162597966 40.68302784518541, -73.94895048578947 40.68396459801722, -73.9490180169832 40.6857238497431, -73.95118684831101 40.68654634658257))"
892a1001e07ffff,3760.0,"POLYGON ((-73.85407626996356 40.83716609074918, -73.85618601297188 40.83622943142182, -73.85612175692955 40.83446687341849, -73.85394791886065 40.8336409729892, -73.85183825138614 40.834577562708326, -73.85190234644631 40.83634012246213, -73.85407626996356 40.83716609074918))"
892a10188a3ffff,289.0,"POLYGON ((-73.86389072053541 40.929589466974555, -73.86600444546951 40.928651627470316, -73.86593969263009 40.92688704037551, -73.86376137647318 40.92606029100438, -73.8616477273223 40.92699806079345, -73.8617123185447 40.92876264966599, -73.86389072053541 40.929589466974555))"
892a10316c3ffff,740.0,"POLYGON ((-73.65722737048307 40.6491560355612, -73.65933224463689 40.64822506617287, -73.65927562047058 40.646466699641564, -73.65711428186023 40.645639301349114, -73.65500948360372 40.6465702016153, -73.65506594805991 40.648328569293284, -73.65722737048307 40.6491560355612))"
892a10744b7ffff,2996.0,"POLYGON ((-73.95261484418201 40.61257621706621, -73.95471272852559 40.61164017862498, -73.95464509050021 40.60988256757397, -73.95247972757144 40.60906099289732, -73.95038191755827 40.6099969618076, -73.950449396143 40.611754574922706, -73.95261484418201 40.61257621706621))"
892a1038567ffff,84.0,"POLYGON ((-73.74928696604555 40.594107118713424, -73.75138771772286 40.593175040586495, -73.75132771502362 40.59141787296697, -73.74916711997878 40.590592782036914, -73.74706644357111 40.59152479095688, -73.74712628693824 40.59328196001105, -73.74928696604555 40.594107118713424))"
892a10756cfffff,1043.0,"POLYGON ((-74.07733432597202 40.63556085806737, -74.07943095142755 40.634622265585904, -74.07935860901812 40.63286413532643, -74.07718980073429 40.632044595095486, -74.0750932490665 40.63298311783767, -74.0751654318943 40.63474125054729, -74.07733432597202 40.63556085806737))"
892a101ad17ffff,75.0,"POLYGON ((-73.78157717091703 40.97143871363948, -73.78369428867113 40.97050196044537, -73.78363258301617 40.96873647205318, -73.78145392151897 40.96790773533309, -73.77933688009371 40.96884441889523, -73.77939842383643 40.97060990880662, -73.78157717091703 40.97143871363948))"
892a1004697ffff,109.0,"POLYGON ((-73.67567988985967 40.75700817104763, -73.67778926940825 40.756075694883556, -73.67773182201245 40.75431493886499, -73.67556515551215 40.75348665780891, -73.67345585211942 40.75441906471534, -73.67351313907078 40.75617982193268, -73.67567988985967 40.75700817104763))"
892a1005e33ffff,555.0,"POLYGON ((-73.74248209177286 40.707795150826435, -73.74458805476728 40.7068619646092, -73.74452816181197 40.70510227943914, -73.74236246596713 40.70427577907493, -73.74025657864091 40.705208895981905, -73.74031631149094 40.70696858256055, -73.74248209177286 40.707795150826435))"
892a100f027ffff,5760.0,"POLYGON ((-73.8945482158119 40.77262350376068, -73.89665432104356 40.77168679228688, -73.89658863314268 40.76992564896543, -73.8944170005462 40.76910121523629, -73.89231097044069 40.770037857105415, -73.89237649780512 40.77179900230554, -73.8945482158119 40.77262350376068))"
892a100e897ffff,1685.0,"POLYGON ((-73.79411417965292 40.717063314354085, -73.79621962222171 40.71612906949249, -73.79615778026543 40.71436916883819, -73.79399065590516 40.713543511474136, -73.79188528878026 40.714477686938025, -73.79194697057137 40.71623758916087, -73.79411417965292 40.717063314354085))"
892a1004463ffff,182.0,"POLYGON ((-73.66678523576245 40.746652022593565, -73.66889431067236 40.74571982342419, -73.66883720988312 40.743959298205965, -73.66667119455771 40.7431309709827, -73.6645621958138 40.7440631009183, -73.66461913622896 40.74582362730813, -73.66678523576245 40.746652022593565))"
892a100567bffff,856.0,"POLYGON ((-73.77439820324895 40.76513671179762, -73.7765061603959 40.76420231243999, -73.77644499549554 40.76244135456791, -73.77427603394263 40.76161479454534, -73.77216815249147 40.76254912448711, -73.77222915689707 40.764310083864515, -73.77439820324895 40.76513671179762))"
892a100f1b7ffff,1061.0,"POLYGON ((-73.86849288405404 40.76272745620946, -73.87059902093259 40.76179133568925, -73.87053432541452 40.760030414299955, -73.86836365348861 40.75920561163006, -73.86625759183342 40.76014166259469, -73.86632212688036 40.761902585781975, -73.86849288405404 40.76272745620946))"
892a103b39bffff,75.0,"POLYGON ((-73.79801580560779 40.64565479008765, -73.80011797994466 40.64472124874675, -73.8000560858612 40.64296292748281, -73.79789217711925 40.64213814597343, -73.79579007797811 40.643071617982166, -73.7958518123828 40.64482994082963, -73.79801580560779 40.64565479008765))"
892a101aea7ffff,724.0,"POLYGON ((-73.81856521625245 40.9837578200952, -73.82068221501967 40.98282024406469, -73.8206190974675 40.98105447968795, -73.81843914314241 40.98022628970466, -73.81632222055984 40.98116379603476, -73.81638517611731 40.98292956204574, -73.81856521625245 40.9837578200952))"
892a1005dc3ffff,1389.0,"POLYGON ((-73.7038604128807 40.70346929597992, -73.70596688029418 40.7025368736503, -73.70590844146585 40.700777293026476, -73.7037436953015 40.69995013344062, -73.70163730373204 40.70088248652297, -73.70169558248259 40.70264206843563, -73.7038604128807 40.70346929597992))"
892a100ca43ffff,1852.0,"POLYGON ((-73.90585579509754 40.674544357577325, -73.90795730083326 40.673608504986426, -73.90789132624997 40.67184952636794, -73.90572400579684 40.67102639842047, -73.90362257481844 40.67196218148804, -73.9036883895354 40.67372116202361, -73.90585579509754 40.674544357577325))"
892a1062c0fffff,912.0,"POLYGON ((-74.1031930507863 40.58996387018713, -74.10528716892706 40.58902530464272, -74.10521392913722 40.5872681850583, -74.10304673047496 40.58644962848424, -74.1009526858514 40.58738812429728, -74.1010257663724 40.58914524641295, -74.1031930507863 40.58996387018713))"
892a10621d7ffff,119.0,"POLYGON ((-74.11506128343385 40.61866186553779, -74.11715646168774 40.61772276419748, -74.11708273278502 40.615965007404554, -74.11491398508961 40.615146349381675, -74.11281888038407 40.61608538094407, -74.11289244982508 40.61784314030449, -74.11506128343385 40.61866186553779))"
892a1018913ffff,703.0,"POLYGON ((-73.8569692808253 40.91652218967937, -73.85908254334986 40.91558461992784, -73.85901806936748 40.9138203200714, -73.85684049438767 40.912993588207065, -73.85472730763854 40.913931088266885, -73.85479162009335 40.915695389879936, -73.8569692808253 40.91652218967937))"
892a1015987ffff,1998.0,"POLYGON ((-73.60462502084691 40.81159739364238, -73.60673813749443 40.81066565479056, -73.60668329435083 40.8089037153464, -73.60451549537986 40.80807351377622, -73.60240245541563 40.80900518342497, -73.60245713773875 40.81076712384415, -73.60462502084691 40.81159739364238))"
892a1074527ffff,1517.0,"POLYGON ((-73.94734093734726 40.58633012798113, -73.9494377472143 40.58539447506114, -73.94937034429869 40.58363744729301, -73.94720629077891 40.58281607039351, -73.9451095551853 40.58375165381686, -73.9451767988376 40.58550868363351, -73.94734093734726 40.58633012798113))"
892a103856fffff,622.0,"POLYGON ((-73.7535484744243 40.59400012014786, -73.75564914434345 40.593067964321406, -73.75558898231309 40.5913107981497, -73.7534283096943 40.590485786353824, -73.75132771502362 40.59141787296697, -73.75138771772286 40.593175040586495, -73.7535484744243 40.59400012014786))"
892a1001e0fffff,3511.0,"POLYGON ((-73.85836001430081 40.83705531949278, -73.8604696741182 40.83611858170682, -73.86040525709485 40.83435602546728, -73.85823134123473 40.83353020524708, -73.85612175692955 40.83446687341849, -73.85618601297188 40.83622943142182, -73.85836001430081 40.83705531949278))"
892a10316cbffff,414.0,"POLYGON ((-73.6614937453489 40.64905245323802, -73.66359853806112 40.64812140580047, -73.66354175418557 40.646363040429094, -73.66138033730671 40.64553572133255, -73.65927562047058 40.646466699641564, -73.65933224463689 40.64822506617287, -73.6614937453489 40.64905245323802))"
892a1005487ffff,128.0,"POLYGON ((-73.72325040070763 40.77170181037553, -73.72535958010498 40.770768290986766, -73.72530032786413 40.769007199404946, -73.72313205676824 40.76817962586314, -73.7210229533401 40.76911307590718, -73.72108204503827 40.770874168834965, -73.72325040070763 40.77170181037553))"
892a10188abffff,398.0,"POLYGON ((-73.86818292552367 40.929478364198836, -73.87029656688361 40.92854044589931, -73.87023165242833 40.92677586059561, -73.86805325822854 40.925949191797514, -73.86593969263009 40.92688704037551, -73.86600444546951 40.928651627470316, -73.86818292552367 40.929478364198836))"
892a106204fffff,491.0,"POLYGON ((-74.14535844759354 40.62836275110766, -74.1474535000954 40.6274229844441, -74.14737862138735 40.62566501210394, -74.1452088497 40.62484680376332, -74.143113870627 40.62578650059453, -74.143188589812 40.62754447559591, -74.14535844759354 40.62836275110766))"
892a100d873ffff,2279.0,"POLYGON ((-73.94691671905055 40.68666059443574, -73.9490180169832 40.6857238497431, -73.94895048578947 40.68396459801722, -73.94678181660736 40.68314208893702, -73.94468059326798 40.68407876403271, -73.94474796451699 40.685838017802745, -73.94691671905055 40.68666059443574))"
892a100c203ffff,957.0,"POLYGON ((-73.91210879706361 40.7272196314898, -73.91421254629088 40.726283088483356, -73.91414626294714 40.72452294452032, -73.91197639060034 40.723699341626165, -73.90987271626732 40.72463581504708, -73.90993883938644 40.72639596094489, -73.91210879706361 40.7272196314898))"
892a10756c7ffff,130.0,"POLYGON ((-74.07306872275653 40.635679765677715, -74.0751654318943 40.63474125054729, -74.0750932490665 40.63298311783767, -74.07292451668344 40.63216349781877, -74.07082788135487 40.63310194321608, -74.07089990459967 40.634860078362614, -74.07306872275653 40.635679765677715))"
892a100f02fffff,851.0,"POLYGON ((-73.89882611642086 40.77251121370618, -73.90093213846623 40.77157442408223, -73.9008662900301 40.76981328265277, -73.89869458008344 40.76898892895246, -73.89658863314268 40.76992564896543, -73.89665432104356 40.77168679228688, -73.89882611642086 40.77251121370618))"
892a1005e3bffff,450.0,"POLYGON ((-73.74675391305769 40.70768845331917, -73.748859793935 40.70675518896149, -73.74879974087541 40.70499550521327, -73.74663396704244 40.704169084398096, -73.74452816181197 40.70510227943914, -73.74458805476728 40.7068619646092, -73.74675391305769 40.70768845331917))"
892a10622cbffff,300.0,"POLYGON ((-74.16915638864262 40.635603551162546, -74.17125132481064 40.634663266101086, -74.17117554323195 40.6329051332696, -74.16900498505326 40.63208728276189, -74.1669101222189 40.63302749794869, -74.16698574422905 40.63478563351508, -74.16915638864262 40.635603551162546))"
892a1001533ffff,682.0,"POLYGON ((-73.82317689218156 40.87237008513536, -73.82528878302726 40.871433620682986, -73.82522564184337 40.8696702945387, -73.82305077103983 40.868843431191074, -73.82093895599475 40.86977982604683, -73.82100193595221 40.871543153843994, -73.82317689218156 40.87237008513536))"
892a10119cbffff,45.0,"POLYGON ((-73.73118795936465 40.943543342597664, -73.73330473500808 40.94260782925082, -73.73324496578668 40.940842961418525, -73.73106858264427 40.94001360556717, -73.72895188348927 40.940949049386475, -73.72901149098792 40.94271391858185, -73.73118795936465 40.943543342597664))"
892a100e8afffff,4677.0,"POLYGON ((-73.7980154325339 40.70639578263717, -73.8001203261929 40.705461581140796, -73.80005835195999 40.703701915489944, -73.79789164415988 40.70287644975158, -73.7957868258913 40.703810581855, -73.79584864003205 40.70557024908695, -73.7980154325339 40.70639578263717))"
892a107465bffff,1770.0,"POLYGON ((-74.01048407960714 40.61892724224637, -74.01258118935834 40.617990065981616, -74.01251137550334 40.6162323085843, -74.01034461137391 40.615411725205654, -74.0082475756881 40.616348831846935, -74.00831723006586 40.61810659148753, -74.01048407960714 40.61892724224637))"
892a103144fffff,410.0,"POLYGON ((-73.63777745382102 40.641707754628925, -73.63988234426996 40.64077722672073, -73.63982645763963 40.6390190305798, -73.63766584022018 40.63819136125757, -73.63556102573963 40.63912182008072, -73.63561675270981 40.640880017308355, -73.63777745382102 40.641707754628925))"
892a1008d2fffff,4259.0,"POLYGON ((-73.94445230766695 40.789816943526375, -73.9465582713544 40.78887911929834, -73.94649068410237 40.78711759098503, -73.94431729381154 40.78629388486358, -73.94221140505796 40.78723163939486, -73.94227883166089 40.78899316974154, -73.94445230766695 40.789816943526375))"
892a10c4bcfffff,273.0,"POLYGON ((-73.79296168463318 41.050710156153464, -73.79508217976206 41.049772342457615, -73.79501993929237 41.04800512224176, -73.79283736615376 41.047175714167345, -73.79071694755561 41.04811345813532, -73.79077902556496 41.04988067990274, -73.79296168463318 41.050710156153464))"
892a1001d8fffff,10.0,"POLYGON ((-73.80434550241972 40.82521001820582, -73.80645561442654 40.82427441302049, -73.80639324491911 40.82251212642003, -73.80422092430851 40.821685443406025, -73.80211088804333 40.82262097907027, -73.80217309664673 40.82438326726678, -73.80434550241972 40.82521001820582))"
892a101a423ffff,41.0,"POLYGON ((-73.81615660938313 41.03685857371806, -73.8182760531608 41.03592047410742, -73.81821295492402 41.03415355151521, -73.81603057527174 41.03332472690615, -73.81391120786365 41.03426275676735, -73.81397414373788 41.036029680984214, -73.81615660938313 41.03685857371806))"
892a100c383ffff,863.0,"POLYGON ((-73.88811306554554 40.71463768453353, -73.89021668917978 40.713701723195, -73.89015132386206 40.71194186040804, -73.88798249505079 40.71111795709615, -73.88587894638918 40.71205384889773, -73.88594415156582 40.713813713545335, -73.88811306554554 40.71463768453353))"
892a100a8bbffff,2921.0,"POLYGON ((-73.90772196841348 40.83841395073161, -73.90983078686007 40.837476280680285, -73.90976451116364 40.83571368755694, -73.90758957800607 40.83488876256464, -73.90548083483117 40.835826362925715, -73.9055469495417 40.837588957966524, -73.90772196841348 40.83841395073161))"
892a1005507ffff,1529.0,"POLYGON ((-73.71603874604564 40.74808869318365, -73.71814699543191 40.74715556263834, -73.71808804377065 40.7453949935476, -73.71592100310441 40.74456755367477, -73.7138128296465 40.74550061490984, -73.71387162092611 40.747261185325186, -73.71603874604564 40.74808869318365))"
