h3_d,pop_dens,geometry
892a1074623ffff,3599.0,"POLYGON ((-73.99504118739956 40.60615168085072, -73.99713800994478 40.60521493000662, -73.99706879311825 40.60345745735112, -73.99490291313845 40.6026367333412, -73.99280616469449 40.603573414597676, -73.9928752221286 40.60533088944892, -73.99504118739956 40.60615168085072))"
892a100154bffff,912.0,"POLYGON ((-73.8427551228293 40.87981107628983, -73.84486699136302 40.8788741670534, -73.84480310304515 40.877110674318196, -73.84262750746923 40.87628408910299, -73.840515714663 40.8772209287058, -73.84057944170482 40.87898442315463, -73.8427551228293 40.87981107628983))"
892a10622d3ffff,993.0,"POLYGON ((-74.16287109669588 40.63842423725758, -74.16496627458427 40.63748403674608, -74.1648907238762 40.635725841371034, -74.16272015486781 40.634907843789335, -74.160625050353 40.63584797443257, -74.16070044147244 40.63760617252298, -74.16287109669588 40.63842423725758))"
892a10119d3ffff,62.0,"POLYGON ((-73.72483714798197 40.94634970542739, -73.72695416585044 40.945414280691274, -73.72689463248471 40.94364935286655, -73.72471824299261 40.94281984843197, -73.72260130165326 40.94375520364747, -73.72266067327652 40.94552013281534, -73.72483714798197 40.94634970542739))"
892a1008d57ffff,3559.0,"POLYGON ((-73.95137987110189 40.80285851739488, -73.95348629302379 40.801920422769754, -73.95341842657801 40.80015860656254, -73.95124429894754 40.79933488292314, -73.9491379519668 40.80027290782806, -73.94920565767491 40.802034726089786, -73.95137987110189 40.80285851739488))"
892a10c4bd7ffff,58.0,"POLYGON ((-73.78659971180329 41.05352341917526, -73.78872045065266 41.05258569451767, -73.78865844684981 41.05081841422254, -73.78647586667748 41.049988857050636, -73.7843552043998 41.05092651198726, -73.78441704572236 41.05269379381393, -73.78659971180329 41.05352341917526))"
892a100cb47ffff,1892.0,"POLYGON ((-73.88799701461349 40.65388822111403, -73.89009792221266 40.65295292454349, -73.89003264580214 40.6511944057669, -73.88786662151952 40.65037118169571, -73.88576578869993 40.65130640879044, -73.88583090538295 40.653064929429384, -73.88799701461349 40.65388822111403))"
892a1031437ffff,137.0,"POLYGON ((-73.6183340295131 40.63425703589944, -73.62043893564426 40.63332694936455, -73.62038378607365 40.63156892392633, -73.61822388998166 40.63074098399339, -73.61611905988987 40.63167100148034, -73.61617404985034 40.633429027945375, -73.6183340295131 40.63425703589944))"
892a1038497ffff,579.0,"POLYGON ((-73.74610200530505 40.62585004140981, -73.74820423345794 40.6249176769602, -73.74814430944294 40.62315980548512, -73.74598231682225 40.622334297033476, -73.74388016405634 40.623266592249195, -73.74393992852374 40.625024465147646, -73.74610200530505 40.62585004140981))"
892a100d98bffff,1647.0,"POLYGON ((-73.92089692232302 40.676787651593244, -73.92299825397427 40.67585149619316, -73.9229317123904 40.67409246598218, -73.92076399903495 40.67326958920478, -73.91866274207396 40.674205675056776, -73.91872912377771 40.67596470723146, -73.92089692232302 40.676787651593244))"
892a100f2b3ffff,2787.0,"POLYGON ((-73.91633624147181 40.7826282115099, -73.91844239729284 40.781690987053096, -73.91837587676616 40.77992962040344, -73.91620336102078 40.77910547626167, -73.91409728025002 40.7800426310711, -73.91416364017392 40.781803999666856, -73.91633624147181 40.7826282115099))"
892a101a45bffff,5.0,"POLYGON ((-73.83169060667613 41.04972861996616, -73.83381034846057 41.04879009220668, -73.83374664589634 41.04702288656081, -73.83156336399786 41.04619420699883, -73.82944369854734 41.0471326649725, -73.82950723866098 41.048899872291116, -73.83169060667613 41.04972861996616))"
892a1031e8bffff,102.0,"POLYGON ((-73.63405797304435 40.591665241154004, -73.63616069068122 40.59073532372961, -73.6361050027707 40.58897823915236, -73.63394675654375 40.58815107091896, -73.63184411473186 40.589080919313865, -73.63189964332165 40.590838004968866, -73.63405797304435 40.591665241154004))"
892a10ccdb7ffff,2.0,"POLYGON ((-73.93967486222822 41.05753789325703, -73.9417929733688 41.05659726351208, -73.94172517920049 41.054829873090966, -73.93953943638584 41.0540031104017, -73.93742140106373 41.05494367018976, -73.93748903273733 41.056711062621154, -73.93967486222822 41.05753789325703))"
892a1004d27ffff,1588.0,"POLYGON ((-73.62154279468315 40.66849564566143, -73.62364917731739 40.667565129920035, -73.62359386723377 40.665806344845045, -73.62143233435837 40.664978074473616, -73.61932602785868 40.6659085211281, -73.6193811780995 40.667667307238105, -73.62154279468315 40.66849564566143))"
892a100a95bffff,2688.0,"POLYGON ((-73.91364966629757 40.8250261201943, -73.91575777467853 40.8240884851862, -73.91569129499644 40.82232618564209, -73.9135168678264 40.82150151916686, -73.91140883464476 40.822439084489176, -73.9114751534334 40.82420138596967, -73.91364966629757 40.8250261201943))"
892a100f32bffff,1574.0,"POLYGON ((-73.91534012428119 40.75621148245809, -73.91744511360615 40.75527456382394, -73.91737866794465 40.75351377961567, -73.91520739338002 40.752689912094894, -73.91310247902584 40.753626761109615, -73.91316876426507 40.75538754726173, -73.91534012428119 40.75621148245809))"
892a100c107ffff,1344.0,"POLYGON ((-73.8643237903681 40.70733203742227, -73.86642752036944 40.70639659643317, -73.86636305759576 40.704636898627236, -73.86419502491371 40.70381264002056, -73.86209136997904 40.704748011515775, -73.86215567265931 40.70650771110873, -73.8643237903681 40.70733203742227))"
892a101184bffff,41.0,"POLYGON ((-73.75525568073652 40.95619526762003, -73.75737258973608 40.955259169305066, -73.75731189676227 40.95349401949772, -73.7551344565972 40.95266496656486, -73.75301762400777 40.95360099530308, -73.75307815517291 40.95536614654805, -73.75525568073652 40.95619526762003))"
892a106234bffff,2303.0,"POLYGON ((-74.16173958354372 40.6120550860303, -74.16383360748638 40.61111519822076, -74.163758141542 40.609357587512356, -74.16158881106438 40.60853986189843, -74.15949486041863 40.609479679868095, -74.15957016695309 40.61123729328877, -74.16173958354372 40.6120550860303))"
892a10014d3ffff,975.0,"POLYGON ((-73.84371285058954 40.906268413698605, -73.84582589337447 40.90533120141596, -73.84576193288216 40.90356712833661, -73.84358509106252 40.90274026582146, -73.84147212408581 40.903677408442654, -73.84153592312008 40.905441483237624, -73.84371285058954 40.906268413698605))"
892a100459bffff,2409.0,"POLYGON ((-73.63669068882895 40.74209324025217, -73.63880010165808 40.74116165003982, -73.6387441361049 40.73940123352126, -73.63657891806629 40.73857240613395, -73.63446958153628 40.73950392716305, -73.63452538674542 40.741264344759905, -73.63669068882895 40.74209324025217))"
892a100e96fffff,891.0,"POLYGON ((-73.80154282406977 40.68517339181936, -73.80364670305748 40.684239355377784, -73.80358462459584 40.682480158382766, -73.80141882709343 40.68165499623362, -73.7993150234107 40.682588963298116, -73.799376941925 40.68434816188604, -73.80154282406977 40.68517339181936))"
892a10755c3ffff,6179.0,"POLYGON ((-74.0297778747516 40.62103800730172, -74.03187472522262 40.62010045187952, -74.03180418581879 40.61834264624916, -74.02963695543266 40.61752239373516, -74.02754017893855 40.618459879503135, -74.02761055885315 40.62021768743653, -74.0297778747516 40.62103800730172))"
892a1000d13ffff,408.0,"POLYGON ((-73.73305605724676 40.80848199302165, -73.73516671226133 40.807547894797096, -73.73510704490297 40.8057859908006, -73.7329368833236 40.80495818365099, -73.73082630434897 40.80589221247929, -73.7308858109134 40.80765411785064, -73.73305605724676 40.80848199302165))"
892a103b263ffff,9.0,"POLYGON ((-73.82806825109607 40.650165311996524, -73.83017008197575 40.649231165087635, -73.83010705601389 40.64747273835196, -73.82794235887918 40.64664845684578, -73.82584060306202 40.64758253437266, -73.82590346931664 40.64934096278491, -73.82806825109607 40.650165311996524))"
892a10315cfffff,20.0,"POLYGON ((-73.61390433826709 40.6290850140067, -73.61600909231709 40.62815506556171, -73.61595411470385 40.62639715611213, -73.61379454261548 40.625569194091405, -73.61168986460976 40.626499073500376, -73.61174468264784 40.62825698396331, -73.61390433826709 40.6290850140067))"
892a100441bffff,853.0,"POLYGON ((-73.66062792268471 40.75473049394467, -73.66273747162981 40.753798322351116, -73.66268059219725 40.75203762048453, -73.6605143242487 40.751209089056616, -73.6584048515261 40.7521411914178, -73.65846157052917 40.753901894436446, -73.66062792268471 40.75473049394467))"
892a1005603ffff,223.0,"POLYGON ((-73.76379651716005 40.7680471935428, -73.765904797409 40.76711295975084, -73.76584402690486 40.76535193987768, -73.76367513666672 40.76452515232144, -73.76156693217526 40.765459316710725, -73.76162754216406 40.767220338056106, -73.76379651716005 40.7680471935428))"
892a100c087ffff,2350.0,"POLYGON ((-73.8716045917378 40.7309251520823, -73.87370924602045 40.729989319443135, -73.87364447757103 40.72822909931844, -73.87147521509223 40.72740471002129, -73.86937063591576 40.728340473132, -73.8694352441115 40.73010069506549, -73.8716045917378 40.7309251520823))"
892a1005ddbffff,219.0,"POLYGON ((-73.70608377109522 40.706056151647665, -73.70819031435016 40.7051236600648, -73.70813178890216 40.70336402171532, -73.70596688029418 40.7025368736503, -73.7038604128807 40.70346929597992, -73.70391877823339 40.70522893562501, -73.70608377109522 40.706056151647665))"
892a10384afffff,473.0,"POLYGON ((-73.75000641910599 40.6151964175213, -73.75210810032748 40.61426409659533, -73.7520480437381 40.612506460624004, -73.74988646540199 40.61168114413991, -73.7477848595142 40.61261339583672, -73.74784475662848 40.61437103324398, -73.75000641910599 40.6151964175213))"
892a10c4acbffff,734.0,"POLYGON ((-73.81092869565677 41.07148533069963, -73.81304980293274 41.07054695896506, -73.81298685559703 41.06877928317579, -73.81080296358819 41.06794997751131, -73.80868193282097 41.06888827947008, -73.80874471755347 41.070655956866304, -73.81092869565677 41.07148533069963))"
892a100ca3bffff,4861.0,"POLYGON ((-73.89488859889276 40.666910300093136, -73.89698996316268 40.665974733803424, -73.89692441035008 40.66421592566842, -73.89475765308256 40.663392681937005, -73.89265636359973 40.664328178727494, -73.8927217565969 40.666086988745796, -73.89488859889276 40.666910300093136))"
892a103b0a7ffff,60.0,"POLYGON ((-73.77686759270554 40.651471570756634, -73.77897041043377 40.65053835787195, -73.77890930102839 40.6487799118911, -73.77674553361412 40.64795467727441, -73.77464279120412 40.64888782085303, -73.77470374088975 40.650646268351586, -73.77686759270554 40.651471570756634))"
892a1062c77ffff,456.0,"POLYGON ((-74.10521392913722 40.5872681850583, -74.1073078900979 40.5863296121205, -74.10723457889803 40.58457255234304, -74.10506746598728 40.58375406296302, -74.1029735785254 40.5846925661692, -74.10304673047496 40.58644962848424, -74.10521392913722 40.5872681850583))"
892a101896bffff,523.0,"POLYGON ((-73.87169547546162 40.908194408371536, -73.87380809329706 40.907256654062614, -73.87374307601237 40.90549253445373, -73.8715656023607 40.904666167348125, -73.86945306020054 40.90560385195141, -73.86951791601632 40.90736797336313, -73.87169547546162 40.908194408371536))"
892a10621cfffff,1088.0,"POLYGON ((-74.12134657696636 40.615844476863096, -74.12344151398912 40.614905290879605, -74.12336755419821 40.61314759644814, -74.1211988168257 40.61232908541035, -74.1191039533114 40.61326820160953, -74.11917775366064 40.61502589862802, -74.12134657696636 40.615844476863096))"
892a1001637ffff,783.0,"POLYGON ((-73.86662820620482 40.88713850194, -73.86873996838622 40.88620106917872, -73.86867517113055 40.884437411958494, -73.86649877301747 40.883611185708986, -73.8643870864686 40.884548548793276, -73.86445172239985 40.88631220780127, -73.86662820620482 40.88713850194))"
892a1001e77ffff,2473.0,"POLYGON ((-73.86040525709485 40.83435602546728, -73.8625147582073 40.83341927885071, -73.86245026796666 40.83165678163174, -73.86027643757552 40.83083102925623, -73.85816701195643 40.83176770625783, -73.85823134123473 40.83353020524708, -73.86040525709485 40.83435602546728))"
892a10316d3ffff,59.0,"POLYGON ((-73.65517888965799 40.651845421593805, -73.65728392114617 40.65091446113996, -73.65722737048307 40.6491560355612, -73.65506594805991 40.648328569293284, -73.65296099248775 40.64925946062544, -73.65301738342237 40.6510178873444, -73.65517888965799 40.651845421593805))"
892a10c5b2bffff,108.0,"POLYGON ((-73.86631076542304 41.054147109958656, -73.86843007229783 41.05320788753718, -73.86836505543971 41.051440580256106, -73.86618089418472 41.05061249361278, -73.86406166348502 41.051551646191605, -73.8641265178648 41.053318955253545, -73.86631076542304 41.054147109958656))"
892a1038517ffff,1615.0,"POLYGON ((-73.73890110336086 40.602281773324975, -73.74100240788786 40.60134979848535, -73.74094278345439 40.5995924516369, -73.73878201388166 40.5987670782232, -73.73668078470135 40.59969898386339, -73.73674024974672 40.601456332113926, -73.73890110336086 40.602281773324975))"
892a1062037ffff,295.0,"POLYGON ((-74.12583257297037 40.6209971611368, -74.12792765700101 40.62005783556694, -74.12785352112941 40.61830002676995, -74.12568446070263 40.61748154093919, -74.12358945017442 40.61842079671292, -74.12366342657005 40.620178608110734, -74.12583257297037 40.6209971611368))"
892a100c27bffff,424.0,"POLYGON ((-73.92269333826283 40.72429672997931, -73.9247967632234 40.72336002274711, -73.92473008682498 40.72159994199874, -73.9225601456692 40.72077656651201, -73.92045679554127 40.72171320414574, -73.92052331173602 40.72347328686185, -73.92269333826283 40.72429672997931))"
892a100d80bffff,2208.0,"POLYGON ((-73.9448827221628 40.68935664210762, -73.94698417785486 40.6884199055679, -73.94691671905055 40.68666059443574, -73.94474796451699 40.685838017802745, -73.9426465834368 40.68677468474587, -73.94271388227783 40.68853399791578, -73.9448827221628 40.68935664210762))"
892a101336bffff,577.0,"POLYGON ((-73.72527746147921 41.023215232942604, -73.72739794701482 41.02227897929418, -73.7273382991527 41.02051237220838, -73.72515832802854 41.01968201742712, -73.72303791927135 41.02061820147819, -73.72309740485952 41.022384809905056, -73.72527746147921 41.023215232942604))"
892a100f057ffff,3.0,"POLYGON ((-73.90573820025104 40.78555241144145, -73.90784468107138 40.784615351855116, -73.90777855460561 40.78285392214585, -73.90560610794289 40.78202955010705, -73.90349970223465 40.78296654005898, -73.90356566807661 40.7847279716813, -73.90573820025104 40.78555241144145))"
892a10045a3ffff,127.0,"POLYGON ((-73.63208159223112 40.73163381431342, -73.63419061828365 40.730702422390685, -73.63413483818844 40.72894223809287, -73.63197019231316 40.72811344465048, -73.62986124254839 40.729044767407444, -73.62991686237082 40.730804952769745, -73.63208159223112 40.73163381431342))"
892a1062a8bffff,95.0,"POLYGON ((-74.14109856433933 40.57833591539458, -74.14319146755203 40.57739678096727, -74.14311682790017 40.57563991892118, -74.14094944421974 40.574822188650714, -74.13885661430088 40.575761253302645, -74.1389310947681 40.57751811799765, -74.14109856433933 40.57833591539458))"
892a101ad67ffff,162.0,"POLYGON ((-73.79203791465969 40.963223875008474, -73.79415447048278 40.962287014478186, -73.79409238111953 40.960521703666295, -73.7919138977876 40.9596932518297, -73.78979741821453 40.96063004272026, -73.789859345723 40.96239535508433, -73.79203791465969 40.963223875008474))"
892a1005e43ffff,720.0,"POLYGON ((-73.7577051939911 40.715340152510606, -73.7598112195887 40.714406602014705, -73.75975074587161 40.71264674680106, -73.75758440671237 40.71182044062499, -73.75547845673236 40.712753921780006, -73.75553877029364 40.714513778449195, -73.7577051939911 40.715340152510606))"
892a1060597ffff,775.0,"POLYGON ((-74.14827498827313 40.59660331611623, -74.15036857238819 40.595663847257406, -74.15029363514655 40.59390657947547, -74.14812527309661 40.59308877787873, -74.14603176229686 40.59402817693309, -74.14610654023122 40.59578544738584, -74.14827498827313 40.59660331611623))"
892a101b263ffff,11.0,"POLYGON ((-73.94746674651356 41.036103633522465, -73.94958374498819 41.03516308868938, -73.94951568753586 41.03339616434022, -73.9473307939537 41.032569782786005, -73.94521387118914 41.033510257671786, -73.94528176629622 41.035277184056255, -73.94746674651356 41.036103633522465))"
892a1001937ffff,620.0,"POLYGON ((-73.81829806979864 40.79575504486287, -73.82040660393632 40.79481949855168, -73.82034374924747 40.793057857643525, -73.8181725211217 40.7922317614031, -73.81606406256165 40.793167238201434, -73.81612675654932 40.79492888075024, -73.81829806979864 40.79575504486287))"
892a10115cfffff,543.0,"POLYGON ((-73.73145927174271 41.015106796942135, -73.73357927766203 41.014170514040686, -73.73351940672843 41.012404082454, -73.73133969209259 41.01157393240517, -73.72921976289433 41.012510145707786, -73.72927947161048 41.01427657865525, -73.73145927174271 41.015106796942135))"
892a1006347ffff,2089.0,"POLYGON ((-73.63702610177734 40.752656675540784, -73.63913598317956 40.75172496547462, -73.63907999242332 40.74996431573101, -73.63691428068068 40.74913537497192, -73.63480447561027 40.75006701584385, -73.63486030595031 40.751827666666266, -73.63702610177734 40.752656675540784))"
892a100e4abffff,1012.0,"POLYGON ((-73.80285180001027 40.78292536044086, -73.80496003894783 40.7819902399665, -73.8048977817963 40.78022888447229, -73.80272744632134 40.77940264785657, -73.80061928299646 40.78033769885425, -73.80068137953349 40.78209905594152, -73.80285180001027 40.78292536044086))"
892a100dd4bffff,3402.0,"POLYGON ((-73.92576597031348 40.69250755085907, -73.92786791622022 40.69157113363385, -73.92780116975693 40.689811755057235, -73.92563263737314 40.6889887917247, -73.92353076618267 40.689925139378744, -73.92359735265927 40.691684519933666, -73.92576597031348 40.69250755085907))"
892a1018db3ffff,101.0,"POLYGON ((-73.83179421390346 40.93306466027015, -73.83390868253836 40.93212738171491, -73.83384513467358 40.930362723646525, -73.83166727981711 40.92953534245308, -73.82955288713644 40.93047255133824, -73.82961627335757 40.932237211084086, -73.83179421390346 40.93306466027015))"
892a1014e5bffff,15.0,"POLYGON ((-73.58386743313845 40.83324935430363, -73.5859818990749 40.83231777111063, -73.58592781128142 40.83055536149548, -73.58375941852061 40.82972453416128, -73.58164502944052 40.83065604816172, -73.58169895626457 40.83241845868611, -73.58386743313845 40.83324935430363))"
892a1072c8bffff,29089.0,"POLYGON ((-73.997791540266 40.73021119651462, -73.99989385516903 40.72927303424091, -73.99982435195174 40.72751281514541, -73.99765269406682 40.726690756119886, -73.99555045364369 40.727628848676986, -73.9956197966251 40.72938906997339, -73.997791540266 40.73021119651462))"
892a10a9267ffff,142.0,"POLYGON ((-73.57478622894776 40.74620646482704, -73.57689694034516 40.745275982851794, -73.57684329382235 40.74351549368391, -73.57467909627552 40.7426854856028, -73.5725684614945 40.743615898485636, -73.57262194764361 40.7453763885392, -73.57478622894776 40.74620646482704))"
892a100316bffff,55.0,"POLYGON ((-73.79596319673593 40.89159628149641, -73.79807644977458 40.89066011694552, -73.79801430749843 40.88889637389351, -73.79583907354393 40.888068793822235, -73.79372589650319 40.88900488879861, -73.79378787741865 40.89076863341793, -73.79596319673593 40.89159628149641))"
892a101a827ffff,582.0,"POLYGON ((-73.81127218515931 40.960086751284834, -73.81338824813939 40.95914956531842, -73.81332543754527 40.95738431957384, -73.81114672580239 40.95655625818048, -73.80903073896638 40.95749337448108, -73.8090933877288 40.95925862183801, -73.81127218515931 40.960086751284834))"
892a107701bffff,614.0,"POLYGON ((-74.00117708928498 40.65350263966194, -74.00327591261146 40.6525652552815, -74.00320639604975 40.65080673224365, -74.0010382158742 40.64998559136992, -73.99893946676809 40.6509229061059, -73.99900882361669 40.65268143135724, -74.00117708928498 40.65350263966194))"
892a1008997ffff,5782.0,"POLYGON ((-73.94649068410237 40.78711759098503, -73.94859648935427 40.78617975832282, -73.94852882940066 40.78441828923908, -73.94635552482511 40.78359465077494, -73.94424979448834 40.78453241374007, -73.94431729381154 40.78629388486358, -73.94649068410237 40.78711759098503))"
892a1076203ffff,15919.0,"POLYGON ((-73.9534259686559 40.633670838012144, -73.9555247797547 40.63273455319464, -73.9554570809592 40.630976474194576, -73.95329073064822 40.63015467794328, -73.95119199394261 40.63109089320743, -73.95125953315438 40.632848974273436, -73.9534259686559 40.633670838012144))"
892a1005903ffff,604.0,"POLYGON ((-73.71579237435674 40.67676313545804, -73.71789742916137 40.675830780570834, -73.71783857630469 40.674071787890995, -73.7156748285383 40.67324514876846, -73.71356984943297 40.674177434416876, -73.71362854239435 40.675936428423825, -73.71579237435674 40.67676313545804))"
892a1076a43ffff,360.0,"POLYGON ((-73.9471389750458 40.58105910015917, -73.94923555358714 40.58012350887641, -73.94916816579006 40.578366598231995, -73.94700435867888 40.57754527681947, -73.94490785439532 40.5784807986112, -73.94497508296472 40.58023771130368, -73.9471389750458 40.58105910015917))"
892a1011e8bffff,31.0,"POLYGON ((-73.75168694917872 40.977487232656834, -73.75380488519038 40.976550973206535, -73.75374429923916 40.97478535866623, -73.75156593923185 40.97395600214781, -73.74944807971751 40.97489219200568, -73.74950850371278 40.976657807971584, -73.75168694917872 40.977487232656834))"
892a103a45bffff,486.0,"POLYGON ((-73.71321778399198 40.66362428838633, -73.71532229674155 40.66269212357638, -73.71526355684541 40.660933422401826, -73.71310046400542 40.66010688471472, -73.71099602692547 40.66103898030289, -73.71105460701554 40.66279768279715, -73.71321778399198 40.66362428838633))"
892a1018497ffff,119.0,"POLYGON ((-73.86475360424666 41.01174188142276, -73.86687102185505 41.01080314264766, -73.86680612269375 41.00903675991263, -73.8646239681082 41.00820911417238, -73.8625066265449 41.009147783149274, -73.86257136352165 41.01091416766182, -73.86475360424666 41.01174188142276))"
892a10771a3ffff,3830.0,"POLYGON ((-73.97251736422365 40.63051722691998, -73.97461568571096 40.62958062409918, -73.97454727648524 40.627822613036294, -73.97238070533203 40.62700120266614, -73.97028245813384 40.62793773590825, -73.9703507077993 40.6296957490964, -73.97251736422365 40.63051722691998))"
892a100a527ffff,1807.0,"POLYGON ((-73.89869160622786 40.88365500104877, -73.90080262478855 40.88271700918129, -73.90073662508733 40.880953423838996, -73.8985597681225 40.880127828473505, -73.8964488250237 40.88106575061911, -73.89651466342738 40.88282933784924, -73.89869160622786 40.88365500104877))"
892a100e513ffff,951.0,"POLYGON ((-73.79169171677108 40.76998750679757, -73.79379957761844 40.76905273364704, -73.79373775682828 40.767291665410724, -73.7915682357171 40.76646536876324, -73.78946045049581 40.76740007246689, -73.78952211075924 40.769161142262085, -73.79169171677108 40.76998750679757))"
892a1011437ffff,1430.0,"POLYGON ((-73.7359390469584 41.020300233452396, -73.73805920631187 41.01936381133535, -73.73799915956786 41.017597265476965, -73.73581911572317 41.016767140358255, -73.73369903308546 41.017703492864506, -73.73375891757631 41.01947004009743, -73.7359390469584 41.020300233452396))"
892a10018cfffff,1243.0,"POLYGON ((-73.8451257013565 40.826812248188816, -73.84723514221302 40.82587586725857, -73.8471712369663 40.824113538332966, -73.84499805177455 40.823287588611834, -73.84288868646287 40.824223899957715, -73.84295243079768 40.82598623060628, -73.8451257013565 40.826812248188816))"
892a1003397ffff,194.0,"POLYGON ((-73.80062529758129 40.9020710668136, -73.80273893770837 40.90113470269406, -73.80267660592605 40.899370729095956, -73.80050079544871 40.89854311803316, -73.79838723133035 40.89947941256071, -73.7984494016802 40.90124338774022, -73.80062529758129 40.9020710668136))"
892a101062fffff,68.0,"POLYGON ((-73.69653376057633 41.00005342831139, -73.69865372081375 40.99911795946607, -73.69859518741058 40.99735186442945, -73.69641685588465 40.99652123698302, -73.6942969724928 40.997456636297855, -73.69435534378094 40.99922273258677, -73.69653376057633 41.00005342831139))"
892a1018e2bffff,1581.0,"POLYGON ((-73.89228304803025 40.942100147609345, -73.89439681696587 40.94116164417397, -73.89433097645205 40.939396779186765, -73.89215152870293 40.938570415766215, -73.8900378354495 40.939508849431085, -73.89010351426258 40.94127371628419, -73.89228304803025 40.942100147609345))"
892a100ded3ffff,5175.0,"POLYGON ((-73.95667776594193 40.718105420411966, -73.95878029225321 40.717168151434734, -73.95871234955675 40.71540820355582, -73.9565420407065 40.714585522577806, -73.95443958904016 40.715522721911924, -73.9545073715787 40.717282671864375, -73.95667776594193 40.718105420411966))"
892a100ad9bffff,1628.0,"POLYGON ((-73.88016962008466 40.84707530180881, -73.88227933195077 40.8461380500956, -73.88221408060909 40.84437527039087, -73.8800392784488 40.84354974056518, -73.87792964201896 40.844486922620945, -73.87799473231271 40.84624970415703, -73.88016962008466 40.84707530180881))"
892a10605afffff,491.0,"POLYGON ((-74.15208706175062 40.58593850575715, -74.1541801009124 40.584999084922835, -74.15410503805373 40.58324205393021, -74.15193709526714 40.58242444108632, -74.14984412936859 40.583363792121396, -74.14991903299284 40.58512082579683, -74.15208706175062 40.58593850575715))"
892a1003217ffff,1186.0,"POLYGON ((-73.82469182757052 40.914702006204195, -73.82680559793303 40.913765057593196, -73.82674234258035 40.912000802884144, -73.82456547838238 40.911173495127265, -73.82245178394993 40.9121103740972, -73.822514877785 40.91387463046226, -73.82469182757052 40.914702006204195))"
892a1004867ffff,1100.0,"POLYGON ((-73.66217455044689 40.670156118512516, -73.66428027638369 40.6692248302755, -73.66422344144901 40.66746599725349, -73.66206104042996 40.666638451304635, -73.65995539043409 40.667569670391046, -73.66001206551603 40.66932850457409, -73.66217455044689 40.670156118512516))"
892a100e493ffff,1036.0,"POLYGON ((-73.79894526708068 40.79360317693574, -73.80105405670515 40.79266801361026, -73.80099193217993 40.79090642363467, -73.79882117871769 40.79007999540121, -73.7967124647596 40.791015089245235, -73.79677442859696 40.79277668080136, -73.79894526708068 40.79360317693574))"
892a100d68bffff,9915.0,"POLYGON ((-73.96930797054098 40.767993910935246, -73.97141250012562 40.76705586356765, -73.97134401074376 40.76529481351608, -73.96917115227394 40.76447180871799, -73.96706669743035 40.76540978637354, -73.96713502631506 40.76717083853642, -73.96930797054098 40.767993910935246))"
892a1077367ffff,1340.0,"POLYGON ((-74.01922234206755 40.623967429405695, -74.02131951661822 40.62303003647732, -74.02124936806584 40.62127216662662, -74.01908220447271 40.620451687431256, -74.01698510396024 40.621389010718126, -74.01705509300224 40.62314688283906, -74.01922234206755 40.623967429405695))"
892a103336bffff,176.0,"POLYGON ((-73.6077536240471 40.63714888765022, -73.60985884966453 40.6362189662788, -73.60980409297245 40.634460879797246, -73.6076442702927 40.633632713690425, -73.60553912077569 40.63456256602722, -73.6055937178377 40.63632065350265, -73.6077536240471 40.63714888765022))"
892a100ae1bffff,3409.0,"POLYGON ((-73.93423172389956 40.85888926706483, -73.93634097706182 40.857950882424, -73.93627367477073 40.85618783625099, -73.93409728044075 40.855363172716615, -73.9319881024841 40.8563014876069, -73.93205524365138 40.8580645357793, -73.93423172389956 40.85888926706483))"
892a1076cc7ffff,2.0,"POLYGON ((-73.89253457192433 40.603617024755664, -73.89463315139312 40.60268219409677, -73.89456777500035 40.60092478944774, -73.8924039785242 40.600102213576655, -73.89030547365293 40.60103697480341, -73.89037069065985 40.6027943813306, -73.89253457192433 40.603617024755664))"
892a1006a87ffff,377.0,"POLYGON ((-73.61670969164837 40.71879109410817, -73.61881841769602 40.71786012633001, -73.61876322961248 40.71610023009374, -73.61659947566655 40.715271300615385, -73.61449082594034 40.716202199264025, -73.61454585383831 40.7179620965177, -73.61670969164837 40.71879109410817))"
892a1011d0bffff,77.0,"POLYGON ((-73.71436898390124 40.95455659707855, -73.71648656279636 40.953621280195165, -73.71642741373229 40.951856175206146, -73.7142508475724 40.9510263857876, -73.71213334528521 40.95196163315824, -73.7121923325496 40.95372673945733, -73.71436898390124 40.95455659707855))"
892a100ee2fffff,363.0,"POLYGON ((-73.82198105206415 40.71899453701735, -73.8240860749868 40.71805975424516, -73.82402318490867 40.71629980576722, -73.82185543208382 40.71547463840364, -73.81975048447394 40.71640935173411, -73.81981321437577 40.7181693018671, -73.82198105206415 40.71899453701735))"
892a10116d3ffff,743.0,"POLYGON ((-73.77313646265883 41.03794264056548, -73.7752567420373 41.037005334143885, -73.77519526747405 41.035238395910696, -73.7730136759051 41.03440876260621, -73.77089347311461 41.03534599934277, -73.77095478530472 41.037112939066034, -73.77313646265883 41.03794264056548))"
892a1018517ffff,61.0,"POLYGON ((-73.85743260732204 40.98806501852983, -73.85954908932501 40.98712667059459, -73.85948449925773 40.985360805790904, -73.85730358920834 40.98453328716411, -73.85518718321013 40.98547156533576, -73.85525161125611 40.98723743189495, -73.85743260732204 40.98806501852983))"
892a100603bffff,64.0,"POLYGON ((-73.61392225203879 40.76642544920803, -73.61603316858753 40.765494021371616, -73.61597802909915 40.76373307442781, -73.61381213357268 40.762903554311336, -73.61170129351409 40.76383491297521, -73.6117562724915 40.76559586092528, -73.61392225203879 40.76642544920803))"
